tweets,id,name,location,coordinates,created_at,favorite_count,geo,place,source
@joncoopertweets Jealous that Obama would’ve mitigated #covid19 billions times better than him. #Clorox #trumppandemic,1.2595002019094077e+18,Saturday Mornings 🇺🇸,Maryland/Virginia,,2020-05-10,0.0,,,Twitter for iPhone
"RT @KnixTix4294: Wonder if Stephen Miller and wife Katie will take #Trump's advice and try #Hydroxychloroquine, #Clorox, or a #disinfectant…",1.2594945926399754e+18,Times-Now2020,,,2020-05-10,0.0,,,Twitter Web App
@BuckSexton @realDonaldTrump Fact: the #Trump admin had to yank @realDonaldTrump from hosting Press Briefings to li… https://t.co/A9TKi2ILf2,1.259492516988158e+18,WallyO14,United States,,2020-05-10,25.0,,,Twitter for iPhone
"actually this visual sends a far worse message about the dangers of drinking #clorox 
#disinfectant… https://t.co/qdvyfM1UCU",1.2594920349829284e+18,urban treasure,Atlanta,,2020-05-10,0.0,,,Twitter Web App
"Clorox AC1602 Disinfecting Bathroom Cleaner Spray Bottle, 30 Ounces, Pack of 2 

Starting at $14… https://t.co/ZmtnBB561S",1.2594870855742136e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-10,0.0,,,Twitter Web App
"Restock!!

Clorox Ultra Concentrated Germicidal Bleach 121 OZ (Pack of 3)

Germicidal Bleach is a high-quality conc… https://t.co/5o1AuhGUUh",1.2594859091138765e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-10,0.0,,,Twitter Web App
* COVID-19 * Clorox Shortage * #Clorox has ramped up production at its factories due to a spike in demand due to th… https://t.co/tMdlRJPv8o,1.259483908124676e+18,Daily Voice Nassau County,,,2020-05-10,0.0,,,William Travis Hardman
* COVID-19 * Clorox Shortage * #Clorox has ramped up production at its factories due to a spike in demand due to th… https://t.co/RoJrHGt4RX,1.259483905729708e+18,DV Orange County,,,2020-05-10,0.0,,,SPTK: DVOrangeCounty
* COVID-19 * Clorox Shortage * #Clorox has ramped up production at its factories due to a spike in demand due to th… https://t.co/v0G59Y68VU,1.2594839046937313e+18,DV Putnam County,"Putnam County, NY",,2020-05-10,0.0,,,SPTK: PutnamDV
* COVID-19 * Clorox Shortage * #Clorox has ramped up production at its factories due to a spike in demand due to th… https://t.co/PCIPrrvvyj,1.2594839026091622e+18,Daily Voice Suffolk County,,,2020-05-10,0.0,,,Daily Voice Suffolk County
@realDonaldTrump Hail to the dear leader who discovered the #covidcure #clorox. https://t.co/muzi6ZSbpR,1.2594824141637468e+18,Real Facts NO BS,United States,,2020-05-10,0.0,,,Twitter for iPhone
"RT @amriana: @sarahcpr April 23rd, 2020
#TheDayOfInsanity45

Half the #World was up all night,
wondering - did I hear that right? 
What?! C…",1.2594793469993738e+18,Luz Mery,,,2020-05-10,0.0,,,Twitter for Android
Alec Baldwin  [nypost] (video)Alec Baldwin returns as President Trump drinking  #Clorox in ‘SNL’ opener https://t.co/7pyalOTged,1.2594787815611228e+18,presshub_us,USA,,2020-05-10,0.0,,,presshub_usbot
@funder @realDonaldTrump #clorox,1.2594719064299028e+18,Deb cobra,"New Jersey, USA",,2020-05-10,0.0,,,Twitter for iPhone
There is ZERO truth to the rumor that #Ivanka suffered from a #Clorox and #BoilingWater Vagina burn after hearing t… https://t.co/VbOmomGmDj,1.259468107673895e+18,"Dennis Leviticus, King of Dumbrepliesia",#LeningradLindsey,,2020-05-10,1.0,,,Twitter Web App
@j61906638 @DeepStateVoter @masercot @Barbara02198417 @Jasamgurlie Am I supposed to take you seriously with that re… https://t.co/7lnoKTZuq0,1.2594679970450514e+18,Roy Phillips,NYC,,2020-05-10,1.0,,,Twitter for Android
I guess my toddler saw the press conference where Trump was spitballing the idea of using disinfectants in the huma… https://t.co/QYzKyWrcka,1.2594492635972608e+18,Jared Smith,"Houston, TX",,2020-05-10,0.0,,,Twitter for iPhone
"$CLX enters an Uptrend as Momentum Indicator exceeded the 0 level on May 1, 2020. View odds for this and other indi… https://t.co/HPyFQ3jVxi",1.2594293719006495e+18,Tickeron,"Sunnyvale, CA",,2020-05-10,1.0,,,Tickeron
RT @Peppermint247: while we are all in #lockdown laughing at bleach jokes ( Many of which ARE funny) #Trump is CURRENTLY making it LEGAL to…,1.2594250786783396e+18,Donner,"Ohio, USA",,2020-05-10,0.0,,,Twitter for Android
"RT @DananaMama: @ChrisMegerian Lol @latimes reporter getting his #TwoScoops from @TheOnion 
When are y’all moving on to #NationalTPcrisis ?…",1.2593771243408343e+18,Azzat Alsaleem,Êzidxan,,2020-05-10,0.0,,,Twitter for Android
"Author and comedian, Sarah Cooper #injection #clorox https://t.co/j6tyPTvNwX",1.2593527263428977e+18,Flavian DeLima,Toronto,,2020-05-10,0.0,,,Instagram
@etnow .... now available in 6 yummy flavors ! #Clorox #Bleach https://t.co/oKDNWpWjxJ,1.2593470407665295e+18,Keiron,Australia,,2020-05-10,0.0,,,Twitter Web App
RT @MacFinn44: #Clorox syringes for everyone... https://t.co/49ZcyWsH76,1.2593419450984202e+18,Kowka Blar,,,2020-05-10,0.0,,,Twitter Web App
@Crazyca08934236 @TalbertSwan @realDonaldTrump @SecretarySonny @ZippyDuvall #Coronavirus wasn't a virus under Prs O… https://t.co/9ZkCYdcGyM,1.2593272655587246e+18,Smiley,Michigan,,2020-05-10,4.0,,,Twitter for Android
This! ⬇️⬇️⬇️ #MAGA #MAGA2020 #clorox #alternateuniverse #ClassOfCovid19 https://t.co/BHGolSulOn,1.2593267307891016e+18,Paola Jordan,"Manhattan, NY",,2020-05-10,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='01a9a39529b27f36', url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', place_type='city', name='Manhattan', full_name='Manhattan, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]), attributes={})",Twitter for iPhone
Omg #SNL 🤣🤣 They really had the man boy drinking #Clorox 🤦🏽‍♀️,1.2593261015595745e+18,Kim K.,MAK Media,,2020-05-10,0.0,,,Twitter for iPhone
"@nbcsnl is killing tonigh!! My gosh, so surreal seeing #MAGA drinkig from a bottle of #Clorox",1.2593258421965005e+18,Paola Jordan,"Manhattan, NY",,2020-05-10,0.0,,"Place(_api=<tweepy.api.API object at 0x11430af10>, id='01a9a39529b27f36', url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', place_type='city', name='Manhattan', full_name='Manhattan, NY', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x11430af10>, type='Polygon', coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]), attributes={})",Twitter for iPhone
RT @MacFinn44: #Clorox syringes for everyone...,1.2593187665313423e+18,CJ(Katy) Crittenden,🇨🇦,,2020-05-10,0.0,,,Twitter for Android
@B52Malmet He gets hooked up to a #Clorox drip every night. He’ll be fine &amp; squeaky clean!,1.2593176059465892e+18,sassenachfollower,"North Carolina, USA",,2020-05-10,1.0,,,Twitter for iPhone
"@stonecold2050 😂 🤣 😃 😄 😅
I'd Prefer She Used #Clorox If I Were Ever That Desperate!
#CloroxChallenge #melania!
😂 🤣 😃 😄 😅",1.2593099464092303e+18,george-t🖖🌊💙,Phobos RESIST,,2020-05-10,5.0,,,Twitter Web App
"#Fear #Vegan smell divine, don’t need no #clorox https://t.co/ik8Pz7ghZA",1.2593035371772232e+18,Biomat Kat,"Arkansas, USA",,2020-05-10,0.0,,,Twitter for iPhone
RT @MacFinn44: #Clorox syringes for everyone...,1.2592922643181117e+18,Jacqueline Hunt,citrus heights CA,,2020-05-10,0.0,,,Twitter for Android
@TheRynheart @seanhannity That's A Lot Of #Clorox!,1.2592521909144945e+18,george-t🖖🌊💙,Phobos RESIST,,2020-05-09,3.0,,,Twitter Web App
"Game changer 6, like #clorox or the malaria pills those elderly took &amp; died listening 2 #FoxNews , if it sounds goo… https://t.co/5UxXeq3A8q",1.2592453802622607e+18,BASED JIMBOB,"San Francisco, CA",,2020-05-09,0.0,,,Twitter Web App
RT @Clorox: Visit https://t.co/NluSHrdPeT for quick and easy steps to make your own disinfecting solution using #Clorox Bleach https://t.co…,1.259232822893482e+18,Andy Heppelle #HopeMatters,"San Francisco, California",,2020-05-09,0.0,,,Twitter for iPhone
$CLX #Clorox Co. The Clorox Company: | https://t.co/psit6b8PWq #equity #stocks https://t.co/Z3FLZyTdhu,1.2592082889372303e+18,ResearchPool,"Paris, France",,2020-05-09,0.0,,,dlvr.it
Thank you to @Target for being open today!  I finally got some @Clorox wipes!!!  God bless you and all your workers… https://t.co/xYPphdFQPl,1.2591956355778806e+18,Mark Krockover,c,,2020-05-09,1.0,,,Twitter Web App
#Clorox they can keep up just like Lysol. https://t.co/sr5yIYbpS1,1.2591898138126295e+18,Vanessa Vazquez,Tampa/St.Petersburg/PuertoRico,,2020-05-09,0.0,,,LinkedIn
Maybe a guzzle of #Clorox will cure the hoax they are spreading. https://t.co/CU6YakCevu,1.259180325642494e+18,Duchess the Cat,"Oceanside, CA",,2020-05-09,0.0,,,Twitter for iPhone
RT @WFTV: #Clorox: Wipes won’t be fully stocked in stores until summer https://t.co/OqVpKvgZyN #wftv https://t.co/QMgLdq69LP,1.259178725905707e+18,Justin,"Orlando, FL",,2020-05-09,0.0,,,Twitter for iPhone
"RT @CoachJamie_OPT: When you're at home, there are still no #excuses 
Get clever and use what you've got 👍 #clorox #jugs #athome #homeworko…",1.25917096903544e+18,Ochsner Performance Training,"New Orleans, LA",,2020-05-09,0.0,,,Twitter for iPhone
"When you're at home, there are still no #excuses 
Get clever and use what you've got 👍 #clorox #jugs #athome… https://t.co/N4G83jFVZC",1.2591640057274286e+18,"Jamie Ott | CES, USAW",,,2020-05-09,6.0,,,Twitter for Android
"RT @inklessPW: ""Staging a house in hipsterville during a Pandemic""

Six  days on the market and it sold $150,000 over ask on May 4 for
$1.5…",1.2591610736405053e+18,MagnaCarta1215,,,2020-05-09,0.0,,,Twitter for iPhone
RT @Clorox: Visit https://t.co/NluSHrdPeT for quick and easy steps to make your own disinfecting solution using #Clorox Bleach https://t.co…,1.259158013497221e+18,EyeOnAltRight,,,2020-05-09,0.0,,,Twitter for iPad
"Wash your hands. Duh. But lay off the #lysol and #clorox and go play in the dirt!

We need to stop sanitizing every… https://t.co/W8wyREGHGV",1.259156568886481e+18,Wi-Fried Mama,Oregon,,2020-05-09,2.0,,,Twitter Web Client
"RT @inklessPW: ""Staging a house in hipsterville during a Pandemic""

Six  days on the market and it sold $150,000 over ask on May 4 for
$1.5…",1.2591434859926405e+18,CathyWilliams CPA CA,Canada,,2020-05-09,0.0,,,Twitter Web App
"Restock!! 

Clorox 4 in 1 Disinfectant Sanitizer

Starting at $7.19

*location based and may not be available to al… https://t.co/PmwvKfwUiS",1.2591398700580577e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-09,0.0,,,Twitter Web App
"""Staging a house in hipsterville during a Pandemic""

Six  days on the market and it sold $150,000 over ask on May 4… https://t.co/1MyHXgIj8G",1.259139407308886e+18,not inklessPW 💎,,,2020-05-09,5.0,,,Twitter Web Client
RT @TheUnitedSpot1: Don’t Drink That @realDonaldTrump @DonaldJTrumpJr @TheUnitedSpot1 #BLEACH #DontDrinkBleach #Clorox #disinfectants #DrTr…,1.259138075327955e+18,Ali.T,,,2020-05-09,0.0,,,Twitter for Android
They can drink #Clorox to cure themselves and let #Trump be their doctor. https://t.co/O97WIcfiUc,1.2591351707135508e+18,Duchess the Cat,"Oceanside, CA",,2020-05-09,0.0,,,Twitter for iPhone
😂😂😂 You got the #Clorox though? https://t.co/RDkM3H2pIO,1.2591312659928637e+18,Rubicon,,,2020-05-09,0.0,,,Twitter Web App
Study: Triple drug therapy helps patients  Dr. Trump still wants you to drink #clorox  https://t.co/q7cEdJE0GY,1.2591264937263268e+18,Lost in Tweets,,,2020-05-09,0.0,,,Twitter Web Client
RT @kenpgh: What's on the menu? #hydroxychroloquine  and #clorox? Bon appetit #AMJoy,1.2591078127576433e+18,Lady Raven 🦋,Universally Inside Your Head!,,2020-05-09,0.0,,,Twitter for Android
"Restock!!

Clorox Free &amp; Clear Baby Multi-Surface Cleaner Spray &amp; Hard Surface Daily Wipes 

Starting at $16… https://t.co/xSAiGCrQWM",1.259101778479657e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-09,0.0,,,Twitter Web App
@thehill Have a drink of #Clorox @realDonaldTrump and show us how sarcasm works,1.2590969597401948e+18,M Go Blue,,,2020-05-09,0.0,,,Twitter for iPad
RT @WFTV: #Clorox: Wipes won’t be fully stocked in stores until summer https://t.co/OqVpKvgZyN #wftv https://t.co/QMgLdq69LP,1.2590953721500508e+18,Quintin Washington,"Charleston, SC",,2020-05-09,0.0,,,Twitter for iPhone
RT @WFTV: #Clorox: Wipes won’t be fully stocked in stores until summer https://t.co/OqVpKvgZyN #wftv https://t.co/QMgLdq69LP,1.2590942631509074e+18,anamorphosix,Hell,,2020-05-09,0.0,,,Twitter for iPhone
#Clorox: Wipes won’t be fully stocked in stores until summer https://t.co/OqVpKvgZyN #wftv https://t.co/QMgLdq69LP,1.259093082714366e+18,WFTV Channel 9,Orlando,,2020-05-09,3.0,,,TweetDeck
"Restock!!

Clorox Commercial Solutions Clorox Clean-Up All Purpose Cleaner with Bleach - Original, 128 Ounce Refill… https://t.co/nM2y2I1CMZ",1.259092654920532e+18,Find 😷 Essentials & Save 💰 Shopping Online,,,2020-05-09,0.0,,,Twitter Web App
"RT @RichardAngwin: Funny how that works

#Resist #Trump #1u #COVID19 #Disinfectant #Clorox #Lysol #Ultraviolet #DontDrinkBleach #Quarantine…",1.2590882689074258e+18,Cindy Gabriel,,,2020-05-09,0.0,,,Twitter for Android
"$CLX enters an Uptrend because Momentum Indicator exceeded the 0 level on May 1, 2020. View odds for this and other… https://t.co/hrVOgXHsdl",1.2590822013348618e+18,Tickeron,"Sunnyvale, CA",,2020-05-09,0.0,,,Tickeron
What's on the menu? #hydroxychroloquine  and #clorox? Bon appetit #AMJoy https://t.co/qLYP6MtlFD,1.25907209388442e+18,Ken the Anecdotal Tourist,,,2020-05-09,4.0,,,Twitter for Android
@CNN Shame on Ivanka participating in the Democratic hoax against daddy dearest. Praise Satan that her hubby… https://t.co/KpdjuIFWEe,1.2590640600936407e+18,Ken the Anecdotal Tourist,,,2020-05-09,0.0,,,Twitter for Android
RT @itsJohnWalsh: How some of y'all be acting #CoronaVirusChallenge #coronavirus #clorox #lysol #chefboyardee  #Corona #WashYourHands https…,1.2590633914376888e+18,Maria Lemos,Aracaju,,2020-05-09,0.0,,,Twitter for Android
#treykennedy #QuarantineLife #TheStruggleIsReal #prayforme #clorox #disinfecteverything #immunityagainstcovid19 https://t.co/fbPQ1leHi3,1.259020095155667e+18,Spiritual Soul,,,2020-05-09,0.0,,,Twitter for iPhone
"RT @robwoodyard1: The president's personal valet, Farnsworth Bentley, would like to apologize to anyone he knocked over in the H Street Wal…",1.2590052451553567e+18,Charley Burt,"Florida, USA",,2020-05-09,0.0,,,Twitter for iPhone
Now we need Clorox and Lysol disinfecting wipes #Clorox #lysol https://t.co/zJOtk2r8I0,1.2590022639825306e+18,Lelia Jackson,"Bowie, MD",,2020-05-09,1.0,,,Twitter for Android
"RT @Matt_VanDyke: The belief that drinking or injecting chemicals, cleaners, pure alcohol, or other poisonous substances will cure #coronav…",1.2589814856186388e+18,Valerie Collins,,,2020-05-09,0.0,,,Twitter Web App
@HeerJeet 😂 His mate was there to buy #Clorox,1.2589743788442296e+18,Medusa / Szünet,,,2020-05-09,0.0,,,Twitter for Android
"RT @robwoodyard1: The president's personal valet, Farnsworth Bentley, would like to apologize to anyone he knocked over in the H Street Wal…",1.258966027196674e+18,gabeyray1512🆘,,,2020-05-09,0.0,,,Twitter for iPhone
"Yo tomaba clorox antes de que fuera popular.
#clorox #trump #vida #chiste",1.2589627864172913e+18,La Chica De Humo,Margarita,,2020-05-09,0.0,,,Twitter for Android
"@kaitlancollins ‼️😱‼️
#Ivanka's assistant testing positive for #Covid_19 sparks fear in #WhiteHouse staff that… https://t.co/q3qUrbu0Fr",1.2589553427063562e+18,Meiguo 🌊 TrumpLies - Facts & Truth Saves Lives!,,,2020-05-09,0.0,,,Twitter for Android
Me when #Clorox and #lysol wipes are fully stocked on store shelves again. #Covid_19 https://t.co/7TCxE9zGlQ,1.258954898630226e+18,Dee Griffin,,,2020-05-09,3.0,,,Twitter for iPhone
"Drinking bleach
#Clorox https://t.co/kqj3lhTsbP",1.2589518660603249e+18,Ethan C³⁰³,"Denver, CO",,2020-05-09,0.0,,,Twitter for Android
"@MysterySolvent #Clorox!
#trumps Orders!",1.258949715233837e+18,george-t🖖🌊💙,Phobos RESIST,,2020-05-09,3.0,,,Twitter Web App
"The president's personal valet, Farnsworth Bentley, would like to apologize to anyone he knocked over in the H Stre… https://t.co/O0HvaufMIx",1.2589484093330924e+18,The Notorious ROY G BIV,"Atlanta, GA",,2020-05-09,9.0,,,Twitter Web App
"RT @KnixTix4294: Wonder if Stephen Miller and wife Katie will take #Trump's advice and try #Hydroxychloroquine, #Clorox, or a #disinfectant…",1.2589462620801393e+18,Shari-Lynn 🇧🇲,Bermuda,,2020-05-09,0.0,,,Twitter for iPad
"Wonder if Stephen Miller and wife Katie will take #Trump's advice and try #Hydroxychloroquine, #Clorox, or a… https://t.co/sHreMOiiTr",1.2589456111450604e+18,KnixTix MeMeKing,,,2020-05-09,2.0,,,Twitter for Android
@Mikeymike4545 @MonaBlakeslee @3sidedstory @RepAdamSchiff @realDonaldTrump WTF are you on? #Clorox,1.2589423733394637e+18,Tiny Hands Donnie,United States,,2020-05-09,0.0,,,Twitter for iPhone
"RT @mrgoodbar404: #Clorox #Toilet Bowl Cleaner with #Bleach, Fresh Scent - 24 Ounces, 12 Bottles/Case (00031) https://t.co/w6HEJrV6pX https…",1.2589371794154988e+18,Barber/Stylist T.Money...,"florida,usa",,2020-05-09,0.0,,,Twitter Web App
"@ToluseO @gtconway3d Why is #Trump hiding behind @PressSec Kayleigh McEnany?

Well, that’s obvious

The Trump admin… https://t.co/7roi5M3uli",1.258927466858586e+18,WallyO14,United States,,2020-05-09,1.0,,,Twitter for iPhone
"RT @O14Wally: Why is #Trump hiding behind @PressSec Kayleigh McEnany?

Well, that’s obvious

The Trump admin yanked him from hosting Press…",1.2589243598522941e+18,WallyO14,United States,,2020-05-09,0.0,,,Twitter for iPhone
"@realDonaldTrump Katy Miller, Pence's press secretary has tested positive &amp; her husband is Stephen Miller who will… https://t.co/invF9bjT9q",1.2588940881344184e+18,donald exotic wants to grab your daughter's pussy,,,2020-05-08,0.0,,,Twitter Web App
